notes, tabs
G1;D1,G0;D0
D1;G1,D0;G0
G1,G0
D1;G1,D0;G0
D1,D0
F1,D3
G1,G0
D1;G1,D0;G0
G1;D1,G0;D0
G1;D1,G0;D0
A+2,G3
G1;D1,G0;D0
G1;D1,G0;D0
F1,D3
G1,D5
G1,D5
F1;A+2,D3;G3
G1,D5
G1,D5
G1,D5
D2;G1,G7;D5
D2;G1,G7;D5
C2;G1,G5;D5
D2;G1,G7;D5
C2;F2,G5;B6
C2;F2;G1,G5;B6;D5
G1;D2,D5;G7
G1;C2,D5;G5
G1;C2,D5;G5
F1;A+2,D3;G3
D1,D0
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
A+2,G3
D1;G1,D0;G0
G1;D1,G0;D0
A+2;F1;A+1,G3;D3;A1
C1;G1;C2,A3;D5;G5
A+2;F1,G3;D3
G1;D1,G0;D0
D2;G1,G7;D5
D2;G1,G7;D5
D2;G1,G7;D5
D2;G1,G7;D5
G1;D2,D5;G7
C2;F2,G5;B6
G1,D5
G1,D5
G1;D2,D5;G7
G1;C2,D5;G5
F1;A+2,D3;G3
D1;G1,D0;G0
G1;D1,G0;D0
A+2;F1,G3;D3
G1;D1,G0;D0
F1,D3
G1;D1,G0;D0
D1;G1,A5;D5
D1;G1,A5;D5
D1;G1,A5;D5
D+2;A+2,G8;D8
D+2;A+2,G8;D8
D+2;A+2,G8;D8
D+2;A+2,G8;D8
F1;A+2,A8;D8
F1;A+1,A8;E6
F1;A+1,A8;E6
A+1;F1,E6;A8
A+1;F1,E6;A8
A+1;F1,E6;A8
A+2;D1,D8;A5
A+1;F1,E6;A8
D+2;A+2,G8;D8
A+2;D+2,D8;G8
A+2;D+2,D8;G8
D1,D0
F1;C2,D3;G5
F1;C2,D3;G5
F1;C2,D3;G5
F1;C2,D3;G5
F1;C2,D3;G5
F1;C2,D3;G5
G1;D2,D5;G7
G1;D2,D5;G7
G1;D2,D5;G7
G1;D2,D5;G7
D2;G1,G7;D5
D2;G1,G7;D5
D2;G1,G7;D5
F2,B6
G1;F2,D5;B6
D2;G1,G7;D5
C2;G1,G5;D5
C2;G1,G5;D5
A+2;F1,G3;D3
G1;D1,G0;D0
G1;D1,G0;D0
C2;G1;C1,G5;D5;A3
C1;G1;C2,A3;D5;G5
C2;G1;C1,G5;D5;A3
A1;D1,A0;D0
D2;A2;D1,G7;D7;A5
D1;A2;D2,A5;D7;G7
D2;A2;D1,G7;D7;A5
D1;A2;D2,A5;D7;G7
D1;A2;D2,A5;D7;G7
A1,A0
E2;B2,G9;D9
E2;B2,G9;D9
A2,D7
B2,D9
E2,G9
D2,G7
B2,D9
E2,G9
D2,G7
E2,G9
E2,G9
D2;D1;A2,G7;A5;D7
D2;A2;D1,G7;D7;A5
D1;A2;D2,A5;D7;G7
D2;A2;D1,G7;D7;A5
D1;A2;D2,A5;D7;G7
A1,A0
E1;B2;E2,A7;D9;G9
E2;B2;E1,G9;D9;A7
E1;B2;E2,A7;D9;G9
E2;B2;E1,G9;D9;A7
E1;B2;E2,A7;D9;G9
E2;B2;E1,G9;D9;A7
E1;B2;E2,A7;D9;G9
E2;B2;E1,G9;D9;A7
B2;E1;E2,D9;A7;G9
E2;E1;B2,G9;A7;D9
B2;E1;E2,D9;A7;G9
G1;D1,G0;D0
C2;F1,G5;D3
D2;G1,G7;D5
D2;G1,G7;D5
C2;G1,G5;D5
D2;G1,G7;D5
G1;F2,D5;B6
G1;F2,D5;B6
D2,G7
G1;C2,D5;G5
G1;C2,D5;G5
F1;A+2,D3;G3
D1,D0
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
F1;A+2,D3;G3
A1,A0
A1,A0
A+1;A+2;F1,A1;G3;D3
G1;C2;C1,D5;G5;A3
C1;C2;G1,A3;G5;D5
G1;D1,G0;D0
F1;A+2,D3;G3
G1;C2,D5;G5
G1;C2,D5;G5
F1;A+2,D3;G3
D1;G1,D0;G0
G1;D2,D5;G7
G1;D2,D5;G7
G1;D2,D5;G7
C2,G5
A+2,D8
G1;C2,D5;G5
G1;D2,D5;G7
G2,B8
D2,G7
D2,G7
C2;G1,G5;D5
A+2;F1,G3;D3
D1,D0
D1;G1,D0;G0
G1;D2,D5;G7
G1;D2,D5;G7
D2;G1,G7;D5
D2;G1,G7;D5
D2,G7
D2,G7
G2,B8
G1,D5
D2,G7
G1;C2,D5;G5
F1;A+2,D3;G3
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
E1;A2,D2;G2
F1;A+2,D3;G3
E1;A2,D2;G2
E1;A2,D2;G2
D1;G1,D0;G0
F1,D3
G1,D5
D1,D0
F1,D3
G1,D5
G1,D5
G1,D5
F1,D3
G1,D5
D1;G1,D0;G0
D1;G1,D0;G0
A+2,G3
G1,G0
F1;C1,D3;A3
G1;D1,D5;A5
G1;D1,D5;A5
D1;G1,A5;D5
G1;D1,D5;A5
D2;G1,G7;D5
G1,D5
F1,D3
G1;D1,G0;D0
D1,D0
G1;D1,G0;D0
D1;G1,D0;G0
D1;G1,D0;G0
F1;A+2,D3;G3
G1;D1,G0;D0
G1;D1,G0;D0
D1;G1,D0;G0
D1;G1,D0;G0
A+2;F1,G3;D3
G1;D1,G0;D0
G1;D1,G0;D0
G1;D1,G0;D0
G1;D1,G0;D0
G1;D1,G0;D0
F1;A+2,D3;G3
D1;G1,D0;G0
G1;D1,G0;D0
G1;D1,G0;D0
G1;D1,G0;D0
A+2;F1,G3;D3
G1;D1,G0;D0
G1;D1,G0;D0
A+2;F1,G3;D3
G1;D1,G0;D0
G1;D1,G0;D0
G1;D1,G0;D0
A+2;F1,G3;D3
G1;D1,G0;D0
A+2;F1,G3;D3
C2;G1,G5;D5
F1;A+2,D3;G3
D1;G1,D0;G0
G1;D1,G0;D0
G1;D1,G0;D0
G1;D1,G0;D0
A+2;F1,G3;D3
G1;D1,G0;D0
G1;D1,G0;D0
D1;G1,D0;G0
D1;G1,D0;G0
F1;B2,D3;B0
D1;G1,D0;G0
F1;A+2,D3;G3
G1;C2,D5;G5
G1;C2,D5;G5
F1;A+2,D3;G3
D1;G1,D0;G0
D1;G1,D0;G0
F1;A+2,D3;G3
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
F1;A+2,D3;G3
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
A+2;F1,G3;D3
G1;D1,G0;D0
G1;D1,G0;D0
G1;D1,G0;D0
G1;D1,G0;D0
G1;D1,G0;D0
A+2;F1,G3;D3
D1;B2;G1,D0;B0;G0
F1;A+2,D3;G3
E1;A2,D2;G2
G1,G0
G1;D1,G0;D0
D1;G1,D0;G0
F1;A+2,D3;G3
G1;D1,G0;D0
D1;G1,D0;G0
D1;G1,D0;G0
F1;A+2,D3;G3
D1;G1,D0;G0
D1;G1,D0;G0
F1;A+2,D3;G3
A2;E1,G2;D2
G1;B2,G0;B0
D1;G1,D0;G0
D1;G1,D0;G0
F1;A+2,D3;G3
D1;G1,D0;G0
G1,D5
D2;G1,G7;D5
D2;G1,G7;D5
G1;C2,D5;G5
G1;D2,D5;G7
G1,D5
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
B2;E2,B0;e0
C2,G5
D2,G7
C2,G5
B2,B0
B2;C2,B0;G5
G2,e3
D1,D0
D1;G1,D0;G0
F1;A+2,D3;G3
D1;G1,D0;G0
F1;A+2,D3;G3
G1;C2,D5;G5
A2;D2,D7;G7
G1;C2,D5;G5
G1;C2,D5;G5
F1;A+2,D3;G3
D1;G1,D0;G0
G1,D5
G1;D2,D5;G7
G1;D2,D5;G7
G1;D2,D5;G7
G1;C2,D5;G5
F1;A+2,D3;G3
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
F1;A+2,D3;G3
D1;G1,D0;G0
G1;D1,G0;D0
A+2;F1;A+1,G3;D3;A1
C1;G1;C2,A3;D5;G5
C2;G1,G5;D5
A+2;F1,G3;D3
G1;D1,G0;D0
C2,G5
D2,G7
C2,G5
C2;F2,G5;B6
C2,G5
D2,G7
C2,G5
C2;F2,G5;B6
C2,G5
C2,G5
A+2;D2,G3;B3
D1,D0
D2;G1,G7;D5
D2;G1,G7;D5
C2;F1,G5;D3
D2;G1,G7;D5
D2;G1,G7;D5
D2;G1,G7;D5
G1;D2,D5;G7
G1;C2,D5;G5
F1;A+2,D3;G3
G1;D1,G0;D0
G1;D1,G0;D0
G1;C2,D5;G5
F1;A+2,D3;G3
G1,G0
D1,D0
G1,G0
D1,D0
F1,D3
F1,D3
G1,D5
A+2,G3
G1,D5
F1,D3
G1,D5
A+2;F1,G3;D3
G1;D1,G0;D0
D2;G1,G7;D5
D2;G1,G7;D5
G1;C2,D5;G5
D2,G7
C2;F2,G5;B6
G1;D1,G0;D0
A+2;F1,G3;D3
G1;D1,G0;D0
D1;G1,D0;G0
F1;A+2,D3;G3
F1;A+2,D3;G3
D1;G1,D0;G0
G1;D1,G0;D0
G1;D1,G0;D0
D1;G1,D0;G0
F1;A+2,D3;G3
D1;G1,D0;G0
G1;D2,D5;G7
G1;D2,D5;G7
C2;G1,G5;D5
D2,G7
F2;C2,B6;G5
F2;G1;C2,B6;D5;G5
G1,D5
G1;D2,D5;G7
G1;C2,D5;G5
G1;C2,D5;G5
F1;A+2,D3;G3
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
D1;G1,D0;G0
F1;A+2,D3;G3
D1;G1,D0;G0
G1;D1,G0;D0
F1;A+1;A+2,D3;A1;G3
C1;G1;C2,A3;D5;G5
G1;C2;C1,D5;G5;A3
F1;A+2,D3;G3
D1;G1,D0;G0
F1;A+2,D3;G3
F1;A+2,D3;G3
A+2;F1,G3;D3
C2;G1,G5;D5
F1;A+2,D3;G3
G1;C2,D5;G5
G1;D2,D5;G7
C2;F2,G5;B6
G1;D2,D5;G7
G1;C2,D5;G5
F1;A+2,D3;G3
D1,D0
G1;D1,G0;D0
G1;D1,G0;D0
D1;G1,D0;G0
F1;A+2,D3;G3
G1;D1,G0;D0
G1;D1,G0;D0
F1;A+1;A+2,D3;A1;G3
G1;C1;C2,D5;A3;G5
C1;G1;C2,A3;D5;G5
A+2;F1,G3;D3
G1;D1,G0;D0
END, END
E1;G1,D2;G0
C1,A3
E1;G1,D2;G0
C1,A3
E1;G1,D2;G0
C1,A3
G1;B2,G0;B0
C1,A3
A2;F1,G2;D3
C1,A3
F1;A2,D3;G2
C1,A3
F1;A2,D3;G2
C1,A3
A2,G2
A+2,G3
B2,B0
G1;E1,G0;D2
C1,A3
G1;E1,G0;D2
C1,A3
G1;E1,G0;D2
C1,A3
G1;B2,G0;B0
C1,A3
F1;A2,D3;G2
C1,A3
A2;F1,G2;D3
C1,A3
F1;A2,D3;G2
C1,A3
A2,G2
A+2,G3
B2,B0
G1;E1,G0;D2
C1,A3
G1;E1,G0;D2
C1,A3
G1;E1,G0;D2
C1,A3
G1;B2,G0;B0
C1,A3
A2;F1,G2;D3
C1,A3
A2;F1,G2;D3
C1,A3
F1;A2,D3;G2
C1,A3
A2,G2
A+2,G3
B2,B0
G1;E1,G0;D2
C1,A3
E1;G1,D2;G0
C1,A3
G1;E1,G0;D2
C1,A3
G1;B2,G0;B0
C1,A3
A2;F1,G2;D3
C1,A3
F1;A2,D3;G2
C1,A3
A2;F1,G2;D3
C1,A3
A2,G2
A+2,G3
B2,B0
E1;G1,D2;G0
C1,A3
E1;G1,D2;G0
C1,A3
E1;G1,D2;G0
C1,A3
G1;B2,G0;B0
C1,A3
F1;A2,D3;G2
C1,A3
F1;A2,D3;G2
C1,A3
A2;F1,G2;D3
C1,A3
A2,G2
A+2,G3
B2,B0
E1;G1,D2;G0
C1,A3
E1;G1,D2;G0
C1,A3
E1;G1,D2;G0
C1,A3
G1;B2,G0;B0
C1,A3
F1;A2,D3;G2
C1,A3
F1;A2,D3;G2
C1,A3
F1;A2,D3;G2
C1,A3
A2,G2
A+2,G3
B2,B0
F1;C2;A2,D3;B1;G2
F1,D3
A2;C2,G2;B1
F1,D3
A2;C2;E1,G2;B1;D2
E1,D2
A2;C2,G2;B1
E1,D2
A2;C2;D1,G2;B1;D0
D1,D0
A2;C2,G2;B1
D1,D0
C1;C2;A2,A3;B1;G2
C1,A3
A2;C2,G2;B1
C1,A3
B2;D2;G0,G4;B3;E3
G1,D5
B2;D2,G4;B3
G1,D5
B2;D2,G4;B3
G1,D5
C2;E2,G5;B5
G1,D5
G0;F2;D2,E3;e1;B3
C1;E1,A3;D2
C1;A2;F1,A3;G2;D3
E1;G1;C1,D2;G0;A3
C1;A2;F1,A3;G2;D3
E1;G1,D2;G0
C1,A3
E1;G1,D2;G0
C1,A3
E1;G1,D2;G0
C1,A3
G1;B2,G0;B0
C1,A3
F1;A2,D3;G2
C1,A3
F1;A2,D3;G2
C1,A3
F1;A2,D3;G2
C1,A3
A2,G2
A+2,G3
B2,B0
G1;E1,G0;D2
C1,A3
G1;E1,G0;D2
C1,A3
E1;G1,D2;G0
C1,A3
G1;B2,G0;B0
C1,A3
F1;A2,D3;G2
C1,A3
A2;F1,G2;D3
C1,A3
F1;A2,D3;G2
C1,A3
A2,G2
A+2,G3
B2,B0
E1;G1;C1,D2;G0;A3
C1;A2;F1,A3;G2;D3
E1;G1;C1,D2;G0;A3
C1;A2;F1,A3;G2;D3
F1;C2;A2,D3;B1;G2
E1;G1,D2;G0
C1,A3
E1;G1,D2;G0
C1,A3
E1;G1,D2;G0
C1,A3
G1;B2,G0;B0
C1,A3
A2;F1,G2;D3
C1,A3
A2;F1,G2;D3
C1,A3
A2;F1,G2;D3
C1,A3
A2,G2
A+2,G3
B2,B0
G1;E1,G0;D2
C1,A3
E1;G1,D2;G0
C1,A3
G1;E1,G0;D2
C1,A3
G1;B2,G0;B0
C1,A3
A2;F1,G2;D3
C1,A3
F1;A2,D3;G2
C1,A3
A2;F1,G2;D3
C1,A3
A2,G2
A+2,G3
B2,B0
C2;F2;A2,B1;e1;G2
A2;E1;C2,G2;D2;B1
A2;F2;D2,G2;e1;B3
D2;B2;D1,B3;G4;D0
C2;E2;E1,B1;e0;D2
A2;F2;D2,G2;e1;B3
F1;C2;A2,D3;B1;G2
F1,D3
A2;C2,G2;B1
F1,D3
A2;C2;E1,G2;B1;D2
E1,D2
A2;C2,G2;B1
E1,D2
D1;C2;A2,D0;B1;G2
D1,D0
A2;C2,G2;B1
D1,D0
A2;C1;C2,G2;A3;B1
C1,A3
A2;C2,G2;B1
C1,A3
B2;G0;D2,G4;E3;B3
G1,D5
D2;B2,B3;G4
G1,D5
B2;D2,G4;B3
G1,D5
C2;E2,G5;B5
G1,D5
G0;F2;D2,E3;e1;B3
A3,B10
G2;B3,B8;e7
D3,e10
G2,B8
G2;C3,B8;e8
G+2;B3,B9;e7
A3;F2,B10;G10
A3,B10
C3,e8
G2;B3,B8;e7
D3,e10
G2,B8
G2;C3,B8;e8
G+2;B3,B9;e7
F0;A2;C2,E1;G2;B1
F1,D3
C2;A2,B1;G2
F1,D3
G0;B2;D2,E3;G4;B3
G1,D5
D2;B2,B3;G4
G1,D5
C1;G1;E1,A3;G0;D2
C1,A3
B2;G1,B0;G0
C1,A3
E0;G+1;B2,E0;G1;B0
E1,D2
B2;G+1,B0;G1
E1,D2
C2;A2;F0,B1;G2;E1
F1,D3
C2;A2,B1;G2
F1,D3
B2;G0;D2,G4;E3;B3
G1,D5
B2;D2,G4;B3
G1,D5
E1;C1;G1,D2;A3;G0
C1,A3
B2;G1,B0;G0
C1,A3
G+1;B2;E0,G1;B0;E0
E1,D2
B2;G+1,B0;G1
E1,D2
F2;A3,G10;B10
A3,B10
C3,e8
G2;B3,B8;e7
D3,e10
G2,B8
G2;C3,B8;e8
B3;E3;G+2,B12;e12;G13
F2;A3,G10;B10
C3,e8
G2;B3;D2,B8;e7;G7
G2;C3,B8;e8
F0;C2;A2,E1;B1;G2
F1,D3
C2;A2,B1;G2
F1,D3
D2;B2;G0,B3;G4;E3
G1,D5
B2;D2,G4;B3
G1,D5
G1;C1;E1,G0;A3;D2
C1,A3
G1;B2,G0;B0
C1,A3
E0;B2;G+1,E0;B0;G1
E1,D2
B2;G+1,B0;G1
E1,D2
F0;C2;A2,E1;B1;G2
F1,D3
A2;C2,G2;B1
F1,D3
D2;G0;B2,B3;E3;G4
G1,D5
D2;B2,B3;G4
G1,D5
E2;G2;C1,B5;e3;A3
C2,G5
G0,E3
C2,B1
A1,A0
C2,B1
B1,A2
C2,B1
F2;A3,G10;B10
A3,B10
C3,e8
G2;B3,B8;e7
D3,e10
G2,B8
G2;C3,B8;e8
C2;A2;F0,B1;G2;E1
F1,D3
C2;A2,B1;G2
F1,D3
D2;B2;G0,B3;G4;E3
G1,D5
B2;D2,G4;B3
G1,D5
E2;G2;C2;C1,B5;e3;G5;A3
END, END
D1,D0
A+3,e6
G2,B8
D2,G7
F1,A8
A+3,e6
G2,B8
D2,G7
D+1,A6
A+3,e6
G2,B8
D2,G7
C+3,e9
C3,e8
A+3,e6
G2,B8
D2;A+2;G2;D+1,G7;D8;B8;A6
A+3,e6
G2,B8
D2,G7
A+2,D8
A2;F+2;D1;C2,D7;B7;A5;G5
A3,e5
F+2,B7
C2,G5
A2,D7
D1,D0
A+3,e6
G2,B8
D2,G7
F1,A8
A+3,e6
G2,B8
D2,G7
D+1,A6
A+3,e6
G2,B8
D2,G7
C+3,e9
C3,e8
A+3,e6
G2,B8
D2;G2;A+2;D+1,G7;B8;D8;A6
A+3,e6
G2,B8
D2,G7
A+2,D8
D1;A2;F+2;C2,A5;D7;B7;G5
A3,e5
F+2,B7
C2,G5
D1,D0
A+3,e6
G2,B8
D2,G7
A+3,e6
G2,B8
D2,G7
A+3,e6
D1,D0
A+3,e6
F+2,B7
D+2,G8
A+3,e6
F+2,B7
D+2,G8
A+3,e6
D1,D0
A+3,e6
F+2,B7
D+2,G8
A+3,e6
F+2,B7
D+2,G8
A+3,e6
D1,D0
A+3,e6
F+2,B7
D+2,G8
A+3,e6
F+2,B7
D+2,G8
A+3,e6
E2,G9
C+3,e9
G2,B8
E2,G9
C+3,e9
G2,B8
E2,G9
C+3,e9
C+2,D11
C+3,e9
G2,B8
E2,G9
C+3,e9
G2,B8
E2,G9
C+3,e9
D1,D0
G2,e3
C+2,B2
A+2,G3
G2,e3
C+2,B2
A+2,G3
G2,e3
D1,D0
G2,e3
C+2,B2
A+2,G3
G2,e3
C+2,B2
A+2,G3
G2,e3
F1,D3
G1,D5
A2,G2
A+2,G3
C2,G5
A+2,G3
A2,G2
A+2,G3
A2,G2
G1,G0
A2,G2
A+2,G3
G1,G0
A2,G2
A+2,G3
C2,G5
A+2,G3
C2,G5
D2,G7
F2,G10
G2,G12
A3,B10
A+3,B11
C3,B13
A+3,B11
A3,B10
A+3,B11
G2,G12
A+3,B11
F3,e13
F3,e13
G3,e15
C3,B13
D3,B15
C3,B13
A+3,B11
G2,G12
C3,B13
D3,B15
D1;G0;G1,A5;E3;D5
G0;G1;D1,E3;D5;A5
G0;G1;D1,E3;D5;A5
D1;G0;G1,A5;E3;D5
C1,A3
D1,A5
F1,D3
G1,D5
A+2,G3
G0;D1;G1,E3;A5;D5
G0;D1;G1,E3;A5;D5
G0;G1;D1,E3;D5;A5
G0;D1;G1,E3;A5;D5
G1;C2;C1,D5;G5;A3
A1;E1;A2,E5;A7;D7
A2;E1;A1,D7;A7;E5
A1;E1;A2,E5;A7;D7
A1;E1;A2,E5;A7;D7
A2;E1;A1,D7;A7;E5
D2;A2;D1,G7;D7;A5
D1;A2;D2,A5;D7;G7
D2;A2;D1,G7;D7;A5
D2;D1;A2,G7;A5;D7
D1;A2;D2,A5;D7;G7
D+1,A6
F1,A8
D+1,A6
F1,A8
D+1,A6
F1,A8
C3,B13
D3,B15
D3,B15
C3,B13
A+3,B11
A3,B10
A+3,B11
A+3,B11
A+3,B11
A3,B10
END, END
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
E0,E0
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
G0,E3
E0,E0
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
E0,E0
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
A1;A2;E1,A0;G2;D2
A1;A2;E1,E5;D7;A7
A+1;A+2;F1,E6;D8;A8
F+1;B2;B1,A9;D9;E7
C1;C2;G1,E8;D10;A10
C1,E8
C1,E8
C1,E8
G1,A10
G1,A10
A2,A12
G1,A10
C1,E8
C2,D10
G1,A10
G1,A10
A+2,A13
G1,A10
A2,A12
G1,A10
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
E0,E0
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
G0,E3
E0,E0
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
E0,E0
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
E1;A2;A1,D2;G2;A0
C1,E8
C1,E8
C1,E8
G1,A10
G1,A10
A2,A12
G1,A10
C1,E8
C2,D10
G1,A10
G1,A10
A+2,A13
G1,A10
A2,A12
G1,A10
C1;G1,E8;A10
C1;A2,E8;A12
C1;A+2,E8;A13
D+2;A3,G8;B10
D+2;A3,G8;B10
D+2;A3,G8;B10
C2;F1,D10;A8
D2;F1,D12;A8
D+2;F1,D13;A8
D+2;A3,G8;B10
D+2;A3,G8;B10
D+2;A3,G8;B10
D+3,e11
C3,e8
D+3,e11
C3,e8
A+3,B11
C3,e8
A+3,B11
A+3,B11
C3,e8
A+3,B11
G2,B8
F+2,G11
F2,G10
D+2,G8
F2,G10
C2,D10
F2,G10
F2,G10
D+2,G8
C2,D10
A3,B10
A3,B10
G2,B8
F2,G10
G2,B8
F+2,G11
F2,G10
D+2,G8
F2,G10
D+2,G8
F2,G10
D+2,G8
F+2,G11
F2,G10
D+2,G8
F2,G10
D+2,G8
A+3,B11
A+3,B11
D2,G7
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
E0,E0
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
G0,E3
E0,E0
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
E0,E0
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
A2;E1;A1,G2;D2;A0
C1,E8
C1,E8
C1,E8
G1,A10
G1,A10
A2,A12
G1,A10
C1,E8
C2,D10
G1,A10
G1,A10
A+2,A13
G1,A10
A2,A12
G1,A10
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
E0,E0
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
G0,E3
E0,E0
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
E0,E0
A1,A0
A+1,A1
B1,A2
E1,D2
A1,A0
A+1,A1
B1,A2
E1,D2
E1;A1;A2,D2;A0;G2
C1,E8
C1,E8
C1,E8
G1,A10
G1,A10
A2,A12
G1,A10
C1,E8
C2,D10
G1,A10
G1,A10
A+2,A13
G1,A10
A2,A12
G1,A10
G1;C1,A10;E8
C1;A2,E8;A12
C1;A+2,E8;A13
A3;D+2,B10;G8
D+2;A3,G8;B10
A3;D+2,B10;G8
F1;C2,A8;D10
D2;F1,D12;A8
D+2;F1,D13;A8
D+2;A3,G8;B10
D+2;A3,G8;B10
D+2;A3,G8;B10
C2,D10
C2,D10
E2,G9
D+2,G8
A3,B10
D+2,G8
D2,G7
C2,G5
D2,G7
C2,G5
D2,G7
C2,G5
D2,G7
D2,G7
D2,G7
C2,G5
A2,D7
A+2,D8
G2,B8
C2;E2,G5;B5
A+2,D8
E2,B5
G1,D5
A2,D7
A2,D7
A2,D7
C1,A3
C1,A3
A2,D7
A+2,D8
C2,G5
D+2,G8
C2,G5
A+2,D8
D+2,G8
C2,G5
A+2,D8
C2,G5
D+2,G8
G2,B8
E2,B5
D+2,G8
E2,B5
D+2,G8
D2,G7
C2,G5
D2,G7
D2,G7
D2,G7
C2,G5
D2,G7
C2,G5
C3,e8
A1,A0
A2,G2
A2,G2
B2,G4
B2,G4
A2,G2
B2,G4
B2,G4
A3,G14
B3,G16
B3,G16
B3,B12
B3,G16
B3,G16
E3,e12
D3,B15
B3,B12
D3,B15
D3,B15
B3,B12
A+3,G15
D3,B15
D3,B15
D3,B15
B3,B12
A+3,G15
A3,G14
G2,G12
A3,G14
A3,G14
G2,G12
E2,D14
A3;C+3;E2,G14;B14;D14
G2,G12
A3,G14
B3,B12
E3,e12
G+3,e16
D3,B15
E3,e12
D3,B15
B3,B12
G2,G12
G+2,G13
F3,e13
D3,B15
C+3,B14
B3,B12
A3,G14
B3,B12
A3,G14
A3,G14
G2,G12
E2,D14
A3,G14
E2,D14
G2,G12
E2;A3;C+3,D14;G14;B14
G2,G12
A3,G14
E3,e12
G3,e15
G3,e15
G3,e15
E3,e12
D3,B15
E3,B17
F+3,e14
A4,e17
A4,e17
A4,e17
A4,e17
A4,e17
G3,e15
G3,e15
G3,e15
G+2,G13
E3,e12
D3,B15
B3,B12
A+3,G15
A3,G14
G2,G12
A3,G14
A3,G14
G2,G12
E2,D14
G2,G12
E2,D14
D2,D12
B2,A14
A+2,A13
A2,A12
G+1,A11
A2,A12
G+1,A11
E1,E12
A2,A12
E1,E12
G+1,A11
A2,A12
G+1,A11
E1,E12
D2,D12
D2,D12
A2,G2
A2,G2
G1,G0
E1,D2
A2,G2
A2,G2
A2,G2
G1,G0
E1,D2
E1,D2
A2,G2
A2,G2
G1,G0
E1,D2
G1,G0
A2,G2
A2,G2
A2,G2
G1,G0
A1;A2;E1,A0;G2;D2
D2,B3
E2,e0
B2,B0
D2,B3
E2,B5
E2,e0
B2,B0
D2,B3
B2,B0
B2,B0
D2,B3
B2,B0
D2,B3
B2,B0
B2,B0
D2,B3
B2,B0
B2;E2,B0;e0
D2,B3
B2,B0
B2,B0
D2,B3
D2,B3
B2,B0
A2,G2
G1,G0
A1;A2;E1,A0;G2;D2
A2,G2
A2,G2
G1,G0
E1,D2
A2,G2
A2,G2
G1,G0
E1,D2
E1,D2
D1,D0
E1,D2
D1,D0
B1,A2
A+1,A1
A1,A0
G0,E3
E0,E0
E1,D2
D1,D0
E1,D2
A1;A2;E1,A0;G2;D2
A2,G2
B3,B12
G2,G12
B3,B12
G2,G12
B3,B12
G2,G12
B3,B12
G2,G12
B3,B12
G2,G12
B3,B12
G2,G12
D3,B15
D3,B15
B3,B12
A3,G14
B3,B12
G2,G12
D3,B15
D3,B15
B3,B12
A3,G14
END, END
G1,G0
A2,G2
G1,G0
F+1,D4
D1,D0
G1,G0
B1;G1;G0;D1,A2;G0;E3;D0
G1;G2;D2,G0;e3;B3
D1;G2;G1;D2,D0;e3;G0;B3
G1;D1;D2;B1,G0;D0;B3;A2
B1;G0,A2;E3
G1,G0
A2,G2
G1,G0
F+1,D4
G1,G0
B2,G4
A2,G2
G1,G0
D1,D0
D2;F+2;D1;A2,B3;e2;D0;G2
D1;F+2;D2;A2,D0;e2;B3;G2
A1,A0
B1,A2
E1,D2
B1,A2
D1,D0
E1,D2
D1,D0
